id,text,label,source,platform_type,language,date_collected
UG_TRUE_156,"EACOP Eyes July Technical, October Political Commissioning as Tanga Export Terminal Nears Readiness",TRUE,Nile Post,News Website,English,2025-05-25
UG_TRUE_157,"Radiowalla Exclusive: Bank of Baroda MD Shashi Dhar on Banking, Leadership and Uganda’s Growth Potential",TRUE,Nile Post,News Website,English,2025-05-20
UG_TRUE_158,"Global Oil Prices Jittery After US Action in Venezuela",TRUE,Nile Post,News Website,English,2025-05-15
UG_TRUE_159,"Economists Predict Coffee Boom as 2026 Set to Defy Election-Year Slowdown",TRUE,Nile Post,News Website,English,2025-05-10
UG_TRUE_160,"Stanbic Bank Uganda’s Ken Agutamba Named Among Africa’s Top 100 Corporate Communication Leaders",TRUE,Nile Post,News Website,English,2025-05-05
UG_TRUE_161,"Uganda’s Forex Reserves Hit New High of $4.2 Billion",TRUE,Nile Post,News Website,English,2025-05-01
UG_TRUE_162,"Uganda’s Economic Growth Projected to Reach 6.5% in 2025 Amidst Global Uncertainties",TRUE,Nile Post,News Website,English,2025-04-28
UG_TRUE_163,"140 Beneficiaries Graduate from UBL's Learning for Life Program",TRUE,Nile Post,News Website,English,2025-04-25
UG_TRUE_164,"EuroGold Expands Globally with Opening of Main Offices in Dubai",TRUE,Nile Post,News Website,English,2025-04-20
UG_TRUE_165,"High-Level Stakeholder Meeting at Tanzania Ministry of Energy Hosts Ugandan Delegation Ahead of EACOP Tour",TRUE,Nile Post,News Website,English,2025-04-15
UG_TRUE_166,"Uganda, Tanzania review EACOP progress ahead of joint project site tour",TRUE,Nile Post,News Website,English,2025-04-10
UG_TRUE_167,"Nile Breweries Gets New Managing Director",TRUE,Nile Post,News Website,English,2025-04-05
UG_TRUE_168,"Government Sets Ambitious Revenue Target, URA to Collect Shs40tn in 2026/27",TRUE,Nile Post,News Website,English,2025-04-01
UG_TRUE_169,"Uganda Loses $1.4bn Annually to Illegal Activities in Fish Sector",TRUE,Nile Post,News Website,English,2025-03-28
UG_TRUE_170,"Residential Property Prices Surge in Kampala ,Wakiso- UBOS",TRUE,Nile Post,News Website,English,2025-03-25
UG_TRUE_171,"Gladys Baligonzaki Appointed New Mulago Hospital Spokesperson",TRUE,Nile Post,News Website,English,2025-03-20
UG_TRUE_172,"Makerere Reinstates Staff Exposed in Bribery Scandal",TRUE,Nile Post,News Website,English,2025-03-15
UG_TRUE_173,"EXCLUSIVE: Police Probe Officers Over Viral TikTok Video Praising Bobi Wine",TRUE,Nile Post,News Website,English,2025-03-10
UG_TRUE_174,"Nicholas Opiyo Steps Down From Chapter Four Uganda",TRUE,Nile Post,News Website,English,2025-03-05
UG_TRUE_175,"Kisoro By-Election: Seven Defy Museveni Orders to Stand Down",TRUE,Nile Post,News Website,English,2025-03-01
UG_TRUE_176,"BREAKING: CID Summons Former KCCA Bosses Kisaka, Luyimbazi",TRUE,Nile Post,News Website,English,2025-02-28
UG_TRUE_177,"EXCLUSIVE: Judge Bukirwa in high-stakes meeting with Museveni to secure her position",TRUE,Nile Post,News Website,English,2025-02-25
UG_TRUE_178,"We are still strong regardless of financial dilema-FDC Katonga.",TRUE,Nile Post,News Website,English,2025-02-20
UG_TRUE_179,"Museveni appoints new KCCA board members",TRUE,Nile Post,News Website,English,2025-02-15
UG_TRUE_180,"Dubai also slaps Speaker Among, former ministers with sanctions",TRUE,Nile Post,News Website,English,2025-02-10
UG_TRUE_181,"Suspected Fraudster in Court for Impersonating UPDF General, Defrauding Investors",TRUE,Nile Post,News Website,English,2025-02-05
UG_TRUE_182,"Police Probe Armed Robbery That Leaves Mubende Community Shaken",TRUE,Nile Post,News Website,English,2025-02-01
UG_TRUE_183,"Police Arrest 20-Year-Old Over UPDF Impersonation, Inciting TikTok Videos",TRUE,Nile Post,News Website,English,2025-01-28
UG_TRUE_184,"Septic Tank Collapse Kills Plumber at Komamboga Construction Site",TRUE,Nile Post,News Website,English,2025-01-25
UG_TRUE_185,"Police Arrest Suspect After Spate of Aggravated Robberies in Nakawa Division",TRUE,Nile Post,News Website,English,2025-01-20
UG_TRUE_186,"Three Arrested in Mityana Over Illegal Possession of Electoral Materials",TRUE,Nile Post,News Website,English,2025-01-15
UG_TRUE_187,"UHRC Opens Two-Day Karamoja Tribunal Over Alleged Security Force Abuses",TRUE,Nile Post,News Website,English,2025-01-10
UG_TRUE_188,"Gunmen Kill 38-Year-Old Man in Nabilatuk Midnight Shooting",TRUE,Nile Post,News Website,English,2025-01-05
UG_TRUE_189,"Man Found Murdered in Nansana as Residents Allege Blood Was Drained",TRUE,Nile Post,News Website,English,2025-01-01
UG_TRUE_190,"Police Investigate Separate Arson Incidents in Kireka and Mukono.",TRUE,Nile Post,News Website,English,2024-12-28
UG_TRUE_191,"Gold Mine Pit Collapse Kills One, Injures Three in Kassanda",TRUE,Nile Post,News Website,English,2024-12-25
UG_TRUE_192,"Fear Grips Masaka City Residents as Woman Found Murdered in Rented Room",TRUE,Nile Post,News Website,English,2024-12-20
UG_TRUE_193,"Police Arrest Man Behind  “Protest Vote” Graffiti on Kampala–Kiboga–Hoima Highway",TRUE,Nile Post,News Website,English,2024-12-15
UG_TRUE_194,"Church Alleges Drunk UPDF Driver Caused Death of Anglican Priest in Abim",TRUE,Nile Post,News Website,English,2024-12-10
UG_TRUE_195,"NUP MP Charles Matovu, Campaign Team Brutally Attacked in Busiro South",TRUE,Nile Post,News Website,English,2024-12-05
UG_TRUE_196,"Police praise catechists after swift recovery of stolen four-month-old baby in Kiboga",TRUE,Nile Post,News Website,English,2024-12-01
UG_TRUE_197,"Police Dismiss Claims of Plot to Detain Bobi Wine Before Election Day",TRUE,Nile Post,News Website,English,2024-11-28
UG_TRUE_198,"Museveni Hails Tycoon Nzeyi’s Contribution to Uganda's Economic Transformation",TRUE,Nile Post,News Website,English,2024-11-25
UG_TRUE_199,"Bobi Wine Questions Healthcare System at Funeral of Fik Fameica’s Mother",TRUE,Nile Post,News Website,English,2024-11-20
UG_TRUE_200,"Uganda’s Opposition Unites to Demand Electoral Reforms Ahead of 2026 Elections",TRUE,Nile Post,News Website,English,2024-11-15
